Institution Name,City,Province,Region,Reg,Qualification,IsConstruction,Is_Development,Is_Assessment,Trainer Count,Enrolled,Graduates,Number of Accredited Ass Qual,Assessed,Certified
"SLDM COLLEGES OF QUEZON CITY, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Barista NC II,FALSE,0,1,0,0,0,1,77,77
ST. GABRIEL COLLEGE OF TECHNOLOGY AND ASSESSMENT CENTER INC.,Lucena City,Quezon,Region IVA - CALABARZON,4A,Events Management Services NC III,FALSE,0,1,0,0,0,1,78,76
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.","Sampaloc, City of Manila",City of Manila,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,77,76
TESDA PROVINCIAL TRAINING CENTER - ROSARIO,Rosario,Cavite,Region IVA - CALABARZON,4A,Driving NC II,FALSE,0,1,0,0,0,1,76,76
D' NEW ORLEANS TRAINING CENTER PHILS. INC.,Cainta,Rizal,Region IVA - CALABARZON,4A,Slaughtering Operations (Swine) NC II,FALSE,0,1,0,0,0,1,82,76
PHILIPPINE WELDING TECHNOLOGY SKILLS & SERVICES CENTER INC.,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC III,TRUE,0,1,0,0,0,1,76,76
"DON BOSCO YOUTH CENTER-TONDO, INC","Tondo I/II, City of Manila",City of Manila,National Capital Region (NCR),NCR,RAC Servicing (DomRAC) NC II,FALSE,0,1,0,0,0,1,76,76
"APLUS TECHNICAL AND VOCATIONAL SCHOOL, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Tourism Promotion Services NC II,FALSE,0,1,0,0,0,1,77,76
LABOR-LINK TECHNICAL INSTITUTE CORPORATION,Quezon City,Quezon City,National Capital Region (NCR),NCR,Gas Metal Arc Welding (GMAW) NC I,TRUE,0,1,0,0,0,1,76,76
JOBLINK INSTITUTE OF TECHNOLOGY INCORPORATED,Padre Burgos,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,75,75
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Electronic Products Assembly and Servicing NC II,FALSE,0,1,0,0,0,1,71,75
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Gas Metal Arc Welding (GMAW) NC II,TRUE,0,1,0,0,0,1,75,75
OVERSEAS ACADEMY SKILLS AND ASSESSMENT CENTER INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,0,1,0,0,0,1,75,75
TECHNO DEVT. CENTER OF THE PHIL. INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Motorcycle/Small Engine Servicing NC II,FALSE,0,1,0,0,0,1,75,75
"KEYSTONE TECHNICAL INSTITUTE OF LOPEZ QUEZON, INC.",Lopez,Quezon,Region IVA - CALABARZON,4A,Agroentrepreneurship NC II,FALSE,0,1,0,0,0,1,74,74
EL ROYALE HOTELIER TRAINING CENTER INC.,City of Tayabas,Quezon,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,86,74
"LAKEWOOD SCHOOL OF ALABANG, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bookkeeping NC III,FALSE,0,1,0,0,0,1,76,74
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Dressmaking NC II,FALSE,0,1,0,0,0,1,76,74
"MIESHA TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Gas Tungsten Arc Welding (GTAW) NC II,TRUE,0,1,0,0,0,1,74,74
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Pipefitting (Metallic) NC II,TRUE,0,1,0,0,0,1,73,73
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Mechatronics Servicing NC III,FALSE,0,1,0,0,0,1,73,73
EMMANUEL JOHN INSTITUTE OF SCIENCE AND TECHNOLOGY INC. ,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,74,73
"MIESHA TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,73,73
"BESTLINK COLLEGE OF THE PHILIPPINES, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,72,72
"ASIAN INSTITUTE OF TECHNOLOGY AND EDUCATION, INC.",Tiaong,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,71,71
HORIZONS INTERNATIONAL TRAINING AND ASSESSMENT CENTER CORPORATION,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,71,71
"SLDM COLLEGES OF QUEZON CITY, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Visual Graphic Design NC III,FALSE,0,1,0,0,0,1,71,71
DREAMERS VOCATIONAL LEARNING CENTER INCORPORATED,Rosario,Batangas,Region IVA - CALABARZON,4A,Caregiving (Newborn to Pre-Schooler) NC II,FALSE,0,1,0,0,0,1,70,70
"EXCELSIOR CENTER FOR EXCELLENCE, INC.",Malvar,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,70,70
"AGRISKWELA INSTITUTE OF THE PHILIPPINES, INC.",Maragondon,Cavite,Region IVA - CALABARZON,4A,Agricultural Crops Production NC II,FALSE,0,1,0,0,0,1,70,70
"SISTERS OF MARY TECHNICAL EDUCATION INSTITUTE CAVITE, INC. - GIRLSTOWN",Silang,Cavite,Region IVA - CALABARZON,4A,Mechatronics Servicing NC II,FALSE,0,1,0,0,0,1,70,70
ANGELS DRIVING CENTER,Las Piñas City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,70,70
"TOP CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Driving (Articulated Vehicle) NC III,FALSE,0,1,0,0,0,1,87,70
"SISTERS OF MARY TECHNICAL EDUCATION INSTITUTE CAVITE, INC. - BOYSTOWN",Silang,Cavite,Region IVA - CALABARZON,4A,Machining NC I,FALSE,0,1,0,0,0,1,70,69
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Dressmaking NC II,FALSE,0,1,0,0,0,1,71,69
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Massage Therapy NC II,FALSE,0,1,0,0,0,1,70,69
"INTERFACE COMPUTER COLLEGE, INC.","Sampaloc, City of Manila",City of Manila,National Capital Region (NCR),NCR,Visual Graphic Design NC III,FALSE,0,1,0,0,0,1,69,69
"LYCEUM OF ALABANG, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,73,69
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bartending NC II,FALSE,0,1,0,0,0,1,69,69
INTERNATIONAL COLLEGE OF ALLIED HEALTH SCIENCES AND TECHNOLOGY (ICAHST) INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Pharmacy Services NC III,FALSE,0,1,0,0,0,1,77,69
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC III,TRUE,0,1,0,0,0,1,73,68
SURE WORK TECHNOLOGICAL INSTITUTE AND ASSESSMENT CENTER INC,Lucena City,Quezon,Region IVA - CALABARZON,4A,Bookkeeping NC III,FALSE,0,1,0,0,0,1,70,68
ST. CATHERINE INSTITUTE OF TECHNOLOGY INC. ,Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,68,68
"ST. JUDEL INSTITUTE OF TECHNOLOGY (SJIT), INC.",Valenzuela City,CAMANAVA,National Capital Region (NCR),NCR,Domestic Work NC II,FALSE,0,1,0,0,0,1,68,68
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,68,68
"AAA CAREER DEVELOPMENT, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Housekeeping NC II,FALSE,0,1,0,0,0,1,68,68
"BOWLINE TRAINING AND ASSESSMENT CENTER, INC.",Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Bookkeeping NC III,FALSE,0,1,0,0,0,1,141,68
"SOUTHERN LUZON TECHNOLOGICAL COLLEGE FOUNDATION, INC.",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Visual Graphic Design NC III,FALSE,0,1,0,0,0,1,65,67
SAN JUAN INSTITUTE OF TECHNOLOGY,San Juan,Batangas,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,47,67
"DON BOSCO TECHNICAL INSTITUTE OF MAKATI, INC.",Makati City,PASMAK,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,67,67
"ROGATIONIST COLLEGE (ST. ANTHONY'S BOYS VILLAGE), INC.",Silang,Cavite,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,67,67
SURE WORK TECHNOLOGICAL INSTITUTE AND ASSESSMENT CENTER INC,Lucena City,Quezon,Region IVA - CALABARZON,4A,Massage Therapy NC II,FALSE,0,1,0,0,0,1,67,67
"ST. FRANCIS TECHNICAL INSTITUTE CENTER FOR DEVELOPMENT, TRAINING AND COMPETENCY ASSESSMENT INC. ",Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Events Management Services NC III,FALSE,0,1,0,0,0,1,68,67
"POWER LINK CENTER FOR ADVANCED TECHNICAL SKILLS DEVELOPMENT, INC.","Malate, City of Manila",City of Manila,National Capital Region (NCR),NCR,Front Office Services NC II,FALSE,0,1,0,0,0,1,67,67
TECHNO DEVT. CENTER OF THE PHIL. INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Automotive Servicing (Electrical Repair) NC II,FALSE,0,1,0,0,0,1,67,67
"INTERFACE COMPUTER COLLEGE, INC.",Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Animation NC II,FALSE,0,1,0,0,0,1,90,66
"LYCEUM OF THE PHILIPPINES UNIVERSITY - BATANGAS, INC.",Batangas City,Batangas,Region IVA - CALABARZON,4A,Bartending NC II,FALSE,0,1,0,0,0,1,71,66
ROYAL BRITISH COLLEGE INC.,Lipa City,Batangas,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,67,66
"LYCEUM OF THE PHILIPPINES UNIVERSITY, INC. - CAVITE",General Trias,Cavite,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,65,66
"OLIVAREZ COLLEGE - TAGAYTAY, INC.",Tagaytay City,Cavite,Region IVA - CALABARZON,4A,Caregiving NC II,FALSE,0,1,0,0,0,1,66,66
"CENTER FOR COMPETENCIES ENHANCEMENT AND DEVELOPMENT, INCORPORATED",City of Calamba,Laguna,Region IVA - CALABARZON,4A,Bookkeeping NC III,FALSE,0,1,0,0,0,1,138,66
"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.",Cabuyao,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,66,66
MANUEL S. ENVERGA FOUNDATION - CANDELARIA INC.,Candelaria,Quezon,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,66,66
FILJAP WELDING INSTITUTE AND TRADETEST CENTER INC.,"Sampaloc, City of Manila",City of Manila,National Capital Region (NCR),NCR,Flux-Cored Arc Welding (FCAW) NC II,TRUE,0,1,0,0,0,1,66,66
ORALMEN SKILLS DEVELOPMENT & TRAINING INC.,Mandaluyong City,PAMAMARISAN,National Capital Region (NCR),NCR,Heavy Equipment Operation (Overhead and Gantry Crane) NC III,TRUE,0,1,0,0,0,1,95,66
"ST. THERESE OF THE CHILD JESUS INSTITUTE OF ARTS & SCIENCES, INC.",Pasay City,PASMAK,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,66,66
ACCESS KAUNLARAN COMPUTER AND TECHNICAL COLLEGES INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,79,66
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Heavy Equipment Operation (Wheel Loader) NC II,TRUE,0,1,0,0,0,1,68,65
MARIAN LEARNING CENTER AND SCIENCE HIGH SCHOOL,Batangas City,Batangas,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,65,65
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,Electronic Products Assembly and Servicing NC II,FALSE,0,1,0,0,0,1,63,65
VITAMIN C INTEGRATED FARM EDUCATIONAL INSTITUTION OPC,Calauag,Quezon,Region IVA - CALABARZON,4A,Organic Agriculture Production NC II,FALSE,0,1,0,0,0,1,65,65
"MFI POLYTECHNIC INSTITUTE INC. (FORMERLY: MFI FOUNDATION, INC.)",Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,65,65
PSAA INTERNATIONAL ACADEMY INC.,"Pandacan, City of Manila",City of Manila,National Capital Region (NCR),NCR,Travel Services NC II,FALSE,0,1,0,0,0,1,64,64
TESDA-NAVOTAAS TRAINING INSTITUTE,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Barangay Health Services NC II,FALSE,0,1,0,0,0,1,64,64
"SAN ANTONIO DE PADUA COLLEGE OF PILA, LAGUNA INC.",Pila,Laguna,Region IVA - CALABARZON,4A,Caregiving NC II,FALSE,0,1,0,0,0,1,64,64
GRABSUM SCHOOL INC.,Candelaria,Quezon,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,78,64
DMPC SKILLED WORKS TRAINING AND ASSESSMENT CENTER INC.,Angono,Rizal,Region IVA - CALABARZON,4A,Gas Metal Arc Welding (GMAW) NC II,TRUE,0,1,0,0,0,1,69,64
PROVINCIAL TECHNICAL EDUCATION AND SKILLS DEVELOPMENT CENTER (PTESDC) - TAYTAY,Taytay,Rizal,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,65,64
ASIAN CHRISTIAN TECHNOLOGICAL SCHOOL & COLLEGES INC.,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,64,64
"MIESHA TRAINING ACADEMY AND ASSESSMENT CENTER, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Flux-Cored Arc Welding (FCAW) NC II,TRUE,0,1,0,0,0,1,64,64
PHILIPPINE HEAVY EQUIPMENT OPERATOR AND ASSESSMENT TRAINING CENTER INC.,Taytay,Rizal,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Rigid On-Highway Dump Truck) NC II,TRUE,0,1,0,0,0,1,64,63
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Heavy Equipment Operation (Rough Terrain Crane) NC II,TRUE,0,1,0,0,0,1,63,63
"LYCEUM OF THE PHILIPPINES UNIVERSITY, INC. - CAVITE",General Trias,Cavite,Region IVA - CALABARZON,4A,Travel Services NC II,FALSE,0,1,0,0,0,1,63,63
"TECHNICAL SKILLS SYSTEM OF LUCENA, INC.",Lucena City,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC III,TRUE,0,1,0,0,0,1,66,63
"STARS AND RAINBOW ACADEMY, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Gas Metal Arc Welding (GMAW) NC II,TRUE,0,1,0,0,0,1,63,63
TESDA WOMEN'S CENTER,Taguig City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,64,63
CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT INC.,Quezon City,Quezon City,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,63,63
SAN ANTONIO SKILLS DEVELOPMENT CENTER INC.,City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,62,62
SEAMAN JOB STUDY CENTER INC.,Sariaya,Quezon,Region IVA - CALABARZON,4A,Computer Systems Servicing NC II,FALSE,0,1,0,0,0,1,60,62
CITY OF ANTIPOLO INSTITUTE OF TECHNOLOGY,City of Antipolo,Rizal,Region IVA - CALABARZON,4A,Technical Drafting NC II,FALSE,0,1,0,0,0,1,75,62
DOCALLOS INSTITUTE OF TECHNOLOGY INC.,Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,0,1,0,0,0,1,62,62
COOKO CULINARY AND BARISTA ACADEMY INC.,Pasig City,PAMAMARISAN,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,62,62
TECHNO DEVT. CENTER OF THE PHIL. INC.,Pasay City,PASMAK,National Capital Region (NCR),NCR,Automotive Servicing (Chassis Repair) NC II,FALSE,0,1,0,0,0,1,62,62
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,Marikina City,PAMAMARISAN,National Capital Region (NCR),NCR,Driving (Articulated Vehicle) NC III,FALSE,0,1,0,0,0,1,73,61
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Barista NC II,FALSE,0,1,0,0,0,1,61,61
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Food and Beverage Services NC III,FALSE,0,1,0,0,0,1,64,61
"TOYOTA MOTOR PHILIPPINES SCHOOL OF TECHNOLOGY, INC.",City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Automotive Painting NC II,FALSE,0,1,0,0,0,1,62,61
SURE WORK TECHNOLOGICAL INSTITUTE AND ASSESSMENT CENTER INC,Lucena City,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,68,61
PASAY-MAKATI DISTRICT TRAINING AND ASSESSMENT CENTER (PMDTAC),Makati City,PASMAK,National Capital Region (NCR),NCR,Organic Agriculture Production NC II,FALSE,0,1,0,0,0,1,60,60
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.","Sampaloc, City of Manila",City of Manila,National Capital Region (NCR),NCR,Flux-Cored Arc Welding (FCAW) NC II,TRUE,0,1,0,0,0,1,60,60
WILSAFE TRAINING CENTER CORP.,San Pablo City,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC II,TRUE,0,1,0,0,0,1,61,60
DREAMERS VOCATIONAL LEARNING CENTER INCORPORATED,Rosario,Batangas,Region IVA - CALABARZON,4A,Driving NC II,FALSE,0,1,0,0,0,1,61,60
TESDA PROVINCIAL TRAINING CENTER - PALIPARAN,City of Dasmariñas,Cavite,Region IVA - CALABARZON,4A,Hilot (Wellness Massage) NC II,FALSE,0,1,0,0,0,1,60,60
"LAGUNA SINO-FILIPINO EDUCTIONAL FOUNDATION, INC",Santa Cruz,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,60,60
"LFS TRAINING AND ASSESSMENT CENTER, INC",Calauan,Laguna,Region IVA - CALABARZON,4A,Tourism Promotion Services NC II,FALSE,0,1,0,0,0,1,60,60
SNF AGRIBUSINESS TRAINING AND ASSESSMENT CENTER INC.,Santa Maria,Laguna,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,60,60
QUEZON NATIONAL AGRICULTURAL SCHOOL,Pagbilao,Quezon,Region IVA - CALABARZON,4A,Bartending NC II,FALSE,0,1,0,0,0,1,70,60
MANILA CATHEDRAL COLLEGE INC.,"Tondo I/II, City of Manila",City of Manila,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,60,60
WORLD CITI INC. DOING BUSINESS UNDER THE NAME AND STYLE OF WORLD CITI COLLEGES AND WORLD CITI MEDICA,Quezon City,Quezon City,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,0,1,0,0,0,1,60,60
CALITY CARE TRAINING AND ASSESSMENT INC.,Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Bread and Pastry Production NC II,FALSE,1,1,1,15,0,1,59,59
CAGANDAHAN SKILLS DEVELOPMENT INC.,Paete,Laguna,Region IVA - CALABARZON,4A,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,59,59
"C HEO TRAINING AND ASSESSMENT CENTER, INC.",San Jose,Batangas,Region IVA - CALABARZON,4A,Heavy Equipment Operation (Wheel Loader) NC II,TRUE,0,1,0,0,0,1,66,59
ROQUEZA'S INTEGRATED FARM AND TRAINING CENTER CORPORATION,Pila,Laguna,Region IVA - CALABARZON,4A,Animal Production (Ruminants) NC II,FALSE,0,1,0,0,0,1,50,59
"TOYOTA MOTOR PHILIPPINES SCHOOL OF TECHNOLOGY, INC.",City of Santa Rosa,Laguna,Region IVA - CALABARZON,4A,Automotive Servicing NC IV,FALSE,0,1,0,0,0,1,59,59
SUMULONG COLLEGE OF ARTS & SCIENCES (SCAS) INCORPORATED,City of Antipolo,Rizal,Region IVA - CALABARZON,4A,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,59,59
NAVOTAS VOCATIONAL TRAINING AND ASSESSMENT (NAVOTAAS) INSTITUTE - MAIN,Navotas City,CAMANAVA,National Capital Region (NCR),NCR,Automotive Servicing NC I,FALSE,0,1,0,0,0,1,59,59
"SISTERS OF MARY TECHNICAL EDUCATION INSTITUTE CAVITE, INC. - BOYSTOWN",Silang,Cavite,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,59,58
JACOBO Z. GONZALES MEMORIAL SCHOOL OF ARTS AND TRADES,City of Biñan,Laguna,Region IVA - CALABARZON,4A,Machining NC I,FALSE,0,1,0,0,0,1,35,58
SNF AGRIBUSINESS TRAINING AND ASSESSMENT CENTER INC.,Santa Maria,Laguna,Region IVA - CALABARZON,4A,Animal Production (Poultry-Chicken) NC II,FALSE,0,1,0,0,0,1,56,58
ACEBA SCIENCE & TECH. INSTITUTE INC.,City of Tayabas,Quezon,Region IVA - CALABARZON,4A,Bookkeeping NC III,FALSE,0,1,0,0,0,1,71,58
"CSTC COLLEGE OF SCIENCES, TECHNOLOGY AND COMMUNICATIONS, INC.",Sariaya,Quezon,Region IVA - CALABARZON,4A,Bookkeeping NC III,FALSE,0,1,0,0,0,1,73,58
"OLIVAREZ COLLEGE, INC.",Parañaque City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Health Care Services NC II,FALSE,0,1,0,0,0,1,58,58
"TRINITY POLYTECHNIC COLLEGE, INC.",Quezon City,Quezon City,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,58,58
CAGANDAHAN SKILLS DEVELOPMENT INC.,Paete,Laguna,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,57,57
SCIENTIA VOX MANTRADE INSTITUTE INC.,Taal,Batangas,Region IVA - CALABARZON,4A,Gas Tungsten Arc Welding (GTAW) NC II,TRUE,0,1,0,0,0,1,57,57
"ASIAN INSTITUTE OF TECHNOLOGY AND EDUCATION, INC.",Tiaong,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,57,57
GRABSUM SCHOOL INC.,Candelaria,Quezon,Region IVA - CALABARZON,4A,Electrical Installation and Maintenance NC II,TRUE,0,1,0,0,0,1,79,57
"DIVINE MERCY COLLEGE FOUNDATION, INCORPORATED",Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Cookery NC II,FALSE,0,1,0,0,0,1,57,57
RIGHT FOCUS TRAINING CENTER INC.,"Santa Cruz, City of Manila",City of Manila,National Capital Region (NCR),NCR,Caregiving NC II,FALSE,0,1,0,0,0,1,57,57
"ST. BERNADETTE COLLEGE OF ALABANG, INC.",Muntinlupa City,MUNTIPARLASTAPAT,National Capital Region (NCR),NCR,Food and Beverage Services NC II,FALSE,0,1,0,0,0,1,57,57
"UNIVERSITY OF BATANGAS, INC.",Batangas City,Batangas,Region IVA - CALABARZON,4A,Mechatronics Servicing NC II,FALSE,0,1,0,0,0,1,57,56
"BANAHAW TECHNOLOGICAL COLLEGE, INC.",Lucban,Quezon,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,56,56
COLEGIO DE SANTO CRISTO DE BURGOS CORPORATION,Sariaya,Quezon,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,57,56
THE ALPS TECHNOLOGY ACADEMY (TATA) INC.,Makati City,PASMAK,National Capital Region (NCR),NCR,Dental Laboratory Technology Services (Removable Dentures/Appliances) NC II,FALSE,0,1,0,0,0,1,56,56
"KEYSTONE TECHNICAL INSTITUTE OF LOPEZ QUEZON, INC.",Lopez,Quezon,Region IVA - CALABARZON,4A,Bookkeeping NC III,FALSE,0,1,0,0,0,1,70,55
"ST. LOUISE DE MARILLAC INTERNATIONAL FOUNDATION, INC.",Caloocan City,CAMANAVA,National Capital Region (NCR),NCR,Shielded Metal Arc Welding (SMAW) NC I,TRUE,0,1,0,0,0,1,55,55
"ST. MICHAEL ARCANGEL TECHNOLOGICAL INSTITUTE, INC.",Malabon City,CAMANAVA,National Capital Region (NCR),NCR,Food and Beverage Services NC III,FALSE,0,1,0,0,0,1,65,55
THE BIG FIVE TRAINING AND ASSESSMENT CENTER INC.,San Pablo City,Laguna,Region IVA - CALABARZON,4A,Housekeeping NC II,FALSE,0,1,0,0,0,1,55,55
"ST. PEREGRINE INSTITUTE, INC.",Bacoor City,Cavite,Region IVA - CALABARZON,4A,Scaffolding Works (Supported Type Scaffold) NC II,TRUE,0,1,0,0,0,1,55,55
REGIONAL TRAINING CENTER-CALABARZON,Batangas City,Batangas,Region IVA - CALABARZON,4A,RAC Servicing (DomRAC) NC II,FALSE,0,1,0,0,0,1,58,55
PHILTECH INSTITUTE OF ARTS AND TECHNOLOGY INC.,Gumaca,Quezon,Region IVA - CALABARZON,4A,Bread and Pastry Production NC II,FALSE,0,1,0,0,0,1,62,55
QUEZON NATIONAL AGRICULTURAL SCHOOL,Pagbilao,Quezon,Region IVA - CALABARZON,4A,Cookery NC II,FALSE,0,1,0,0,0,1,55,55
